x-axis,1,2,3
second,Volt,Volt,Volt
+16.28000E-03,+1.96875000E+00,+1.38124990E+00,+1.52500010E+00
+16.29000E-03,+2.09375000E+00,+1.47499990E+00,+1.65000010E+00
+16.30000E-03,+2.18750000E+00,+1.53749990E+00,+1.80625010E+00
+16.31000E-03,+2.37500000E+00,+1.63124990E+00,+1.96250010E+00
+16.32000E-03,+2.53125000E+00,+1.75624990E+00,+2.08750010E+00
+16.33000E-03,+2.65625000E+00,+1.88124990E+00,+2.30625010E+00
+16.34000E-03,+2.78125000E+00,+2.03749990E+00,+2.49375010E+00
+16.35000E-03,+2.90625000E+00,+2.22499990E+00,+2.68125010E+00
+16.36000E-03,+3.03125000E+00,+2.34999990E+00,+2.90000010E+00
+16.37000E-03,+3.12500000E+00,+2.56874990E+00,+2.99375010E+00
+16.38000E-03,+3.21875000E+00,+2.69374990E+00,+3.18125010E+00
+16.39000E-03,+3.28125000E+00,+2.88124990E+00,+3.30625010E+00
+16.40000E-03,+3.31250000E+00,+3.03749990E+00,+3.46250010E+00
+16.41000E-03,+3.34375000E+00,+3.16249990E+00,+3.55625010E+00
+16.42000E-03,+3.37500000E+00,+3.28749990E+00,+3.61875010E+00
+16.43000E-03,+3.31250000E+00,+3.34999990E+00,+3.65000010E+00
+16.44000E-03,+3.25000000E+00,+3.44374990E+00,+3.65000010E+00
+16.45000E-03,+3.18750000E+00,+3.50624990E+00,+3.61875010E+00
+16.46000E-03,+3.06250000E+00,+3.53749990E+00,+3.55625010E+00
+16.47000E-03,+2.96875000E+00,+3.50624990E+00,+3.49375010E+00
+16.48000E-03,+2.87500000E+00,+3.53749990E+00,+3.40000010E+00
+16.49000E-03,+2.68750000E+00,+3.44374990E+00,+3.24375010E+00
+16.50000E-03,+2.56250000E+00,+3.38124990E+00,+3.11875010E+00
+16.51000E-03,+2.43750000E+00,+3.25624990E+00,+2.90000010E+00
+16.52000E-03,+2.25000000E+00,+3.13124990E+00,+2.71250010E+00
+16.53000E-03,+2.09375000E+00,+2.97499990E+00,+2.49375010E+00
+16.54000E-03,+1.96875000E+00,+2.81874990E+00,+2.27500010E+00
+16.55000E-03,+1.84375000E+00,+2.63124990E+00,+2.08750010E+00
+16.56000E-03,+1.75000000E+00,+2.47499990E+00,+1.90000010E+00
+16.57000E-03,+1.62500000E+00,+2.25624990E+00,+1.77500010E+00
+16.58000E-03,+1.56250000E+00,+2.06874990E+00,+1.55625010E+00
+16.59000E-03,+1.50000000E+00,+1.94374990E+00,+1.43125010E+00
+16.60000E-03,+1.50000000E+00,+1.75624990E+00,+1.33750010E+00
+16.61000E-03,+1.53125000E+00,+1.66249990E+00,+1.24375010E+00
+16.62000E-03,+1.56250000E+00,+1.50624990E+00,+1.21250010E+00
+16.63000E-03,+1.59375000E+00,+1.41249990E+00,+1.15000010E+00
+16.64000E-03,+1.65625000E+00,+1.31874990E+00,+1.21250010E+00
+16.65000E-03,+1.78125000E+00,+1.34999990E+00,+1.27500010E+00
+16.66000E-03,+1.93750000E+00,+1.34999990E+00,+1.33750010E+00
+16.67000E-03,+2.06250000E+00,+1.34999990E+00,+1.46250010E+00
+16.68000E-03,+2.21875000E+00,+1.44374990E+00,+1.61875010E+00
+16.69000E-03,+2.34375000E+00,+1.47499990E+00,+1.77500010E+00
+16.70000E-03,+2.56250000E+00,+1.63124990E+00,+2.02500010E+00
+16.71000E-03,+2.71875000E+00,+1.75624990E+00,+2.21250010E+00
+16.72000E-03,+2.81250000E+00,+1.91249990E+00,+2.43125010E+00
+16.73000E-03,+2.96875000E+00,+2.06874990E+00,+2.65000010E+00
+16.74000E-03,+3.09375000E+00,+2.28749990E+00,+2.83750010E+00
+16.75000E-03,+3.21875000E+00,+2.53749990E+00,+3.05625010E+00
+16.76000E-03,+3.25000000E+00,+2.66249990E+00,+3.24375010E+00
+16.77000E-03,+3.34375000E+00,+2.88124990E+00,+3.36875010E+00
+16.78000E-03,+3.34375000E+00,+3.03749990E+00,+3.52500010E+00
+16.79000E-03,+3.28125000E+00,+3.22499990E+00,+3.65000010E+00
+16.80000E-03,+3.28125000E+00,+3.28749990E+00,+3.71250010E+00
+16.81000E-03,+3.21875000E+00,+3.44374990E+00,+3.71250010E+00
+16.82000E-03,+3.15625000E+00,+3.50624990E+00,+3.71250010E+00
+16.83000E-03,+3.00000000E+00,+3.53749990E+00,+3.61875010E+00
+16.84000E-03,+2.87500000E+00,+3.53749990E+00,+3.49375010E+00
