x-axis,1,2,3
second,Volt,Volt,Volt
+4.80000E-03,+2.84375000E+00,+3.51874995E+00,+3.46250010E+00
+4.81000E-03,+2.75000000E+00,+3.51874995E+00,+3.33750010E+00
+4.82000E-03,+2.53125000E+00,+3.45624995E+00,+3.18125010E+00
+4.83000E-03,+2.37500000E+00,+3.33124995E+00,+2.96250010E+00
+4.84000E-03,+2.18750000E+00,+3.17499995E+00,+2.80625010E+00
+4.85000E-03,+2.03125000E+00,+3.04999995E+00,+2.55625010E+00
+4.86000E-03,+1.90625000E+00,+2.92499995E+00,+2.36875010E+00
+4.87000E-03,+1.75000000E+00,+2.73749995E+00,+2.11875010E+00
+4.88000E-03,+1.68750000E+00,+2.51874995E+00,+1.90000010E+00
+4.89000E-03,+1.59375000E+00,+2.29999995E+00,+1.74375010E+00
+4.90000E-03,+1.53125000E+00,+2.11249995E+00,+1.58750010E+00
+4.91000E-03,+1.46875000E+00,+1.95624995E+00,+1.40000010E+00
+4.92000E-03,+1.50000000E+00,+1.79999995E+00,+1.27500010E+00
+4.93000E-03,+1.53125000E+00,+1.64374995E+00,+1.24375010E+00
+4.94000E-03,+1.59375000E+00,+1.48749995E+00,+1.21250010E+00
+4.95000E-03,+1.68750000E+00,+1.39374995E+00,+1.21250010E+00
+4.96000E-03,+1.81250000E+00,+1.36249995E+00,+1.24375010E+00
+4.97000E-03,+1.93750000E+00,+1.36249995E+00,+1.30625010E+00
+4.98000E-03,+2.09375000E+00,+1.33124995E+00,+1.43125010E+00
+4.99000E-03,+2.28125000E+00,+1.39374995E+00,+1.58750010E+00
+5.00000E-03,+2.43750000E+00,+1.45624995E+00,+1.80625010E+00
+5.01000E-03,+2.65625000E+00,+1.61249995E+00,+1.99375010E+00
+5.02000E-03,+2.75000000E+00,+1.73749995E+00,+2.21250010E+00
+5.03000E-03,+2.90625000E+00,+1.86249995E+00,+2.43125010E+00
+5.04000E-03,+3.06250000E+00,+2.08124995E+00,+2.68125010E+00
+5.05000E-03,+3.15625000E+00,+2.26874995E+00,+2.90000010E+00
+5.06000E-03,+3.25000000E+00,+2.42499995E+00,+3.08750010E+00
+5.07000E-03,+3.34375000E+00,+2.67499995E+00,+3.30625010E+00
+5.08000E-03,+3.31250000E+00,+2.86249995E+00,+3.49375010E+00
+5.09000E-03,+3.31250000E+00,+3.04999995E+00,+3.58750010E+00
+5.10000E-03,+3.31250000E+00,+3.20624995E+00,+3.68125010E+00
+5.11000E-03,+3.25000000E+00,+3.36249995E+00,+3.71250010E+00
+5.12000E-03,+3.12500000E+00,+3.42499995E+00,+3.71250010E+00
+5.13000E-03,+3.00000000E+00,+3.51874995E+00,+3.68125010E+00
+5.14000E-03,+2.84375000E+00,+3.58124995E+00,+3.58750010E+00
